PACKTEXT,PPTEXT,CUST,CASENO,ACC,ITEM,SUBITEM,OTYPE,DEST,MOT,CT,SKU,DESCR,QTY,PITEXT,DROPID,CASEID,USR,PTYPE,SOTEXT,SI,SHIPPINGTEXT,STDNETWGT,PACKINGUNIT,LENGTH,WIDTH,HEIGHT,SHIPMENTORDER,SHIPMENTORDERLINE,PACKAGESPECIFICATIONCODE,SINGLEPACKING,SHIPPINGMARKCODE,LOCATION,FMVSS,LABEL,GMGRNO,ASBESTOS,PROPERTYLOSS,GMLOGO,EGYPT,INSPECTION,COLUMBIA,DANGEROUSGOODS,FORWARDER,PACKDATE_T,PACKDATE,PPDATE_T,PPDATE,PIDATE_T,PIDATE,SODATE_T,SODATE,SHIPPINGDATE_T,SHIPPINGDATE
,22 Apr 2015,K112RTAA,,00010,0054," ",Stock_Sea,,,,8973613210,INSULATION; ENG HOOD,9,17 Apr 2015,,0000563823,,Released,17 Apr 2015,,,2.102,1.000,1300.000,70.000,750.000,0000019287,00050,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
,22 Apr 2015,K112RTAA,,00010,0085," ",Stock_Sea,,,,8974166427,AIR BAG UNIT,1,17 Apr 2015,,0000563799,,Released,17 Apr 2015,,,2.864,1.000,400.000,280.000,220.000,0000019287,00081,C,null,112A,null," "," "," "," "," ",N," ",N," ",X,ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
,22 Apr 2015,K112RTAA,,00010,0183," ",Stock_Sea,,,,8980799930,LAMP ASM; HEAD,2,17 Apr 2015,,0000563829,,Released,17 Apr 2015,,,3.633,1.000,510.000,420.000,320.000,0000019287,00174,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
,22 Apr 2015,K112RTAA,,00010,0184," ",Stock_Sea,,,,8980799950,LAMP ASM; HEAD,5,17 Apr 2015,,0000563830,,Released,17 Apr 2015,,,3.62,1.000,510.000,420.000,320.000,0000019287,00175,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
,22 Apr 2015,K112RTAA,,00010,0195," ",Stock_Sea,,,,8981042966,"PANEL; SIDE INNER,RR BODY",1,17 Apr 2015,,0000563828,,Released,17 Apr 2015,,,10.9,1.000,1480.000,400.000,500.000,0000019287,00185,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
,22 Apr 2015,K112RTAA,,00010,0208," ",Stock_Sea,,,,8981372774,RADIATOR ASM,5,17 Apr 2015,,0000563820,,Released,17 Apr 2015,,,7.592,1.000,820.000,250.000,770.000,0000019287,00198,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
,22 Apr 2015,K112RTAA,,00010,0221," ",Stock_Sea,,,,8981934462,BUMPER ASM; FRT,1,17 Apr 2015,,0000563837,,Released,17 Apr 2015,,,10.31,1.000,1820.000,615.000,765.000,0000019287,00211,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,,,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E001,00010,0061," ",Stock_Sea,SGP,S,2999,8973697271,"PANEL; FRT,RR BODY",1,17 Apr 2015,Q68821,0000563843,0035,Packed Complete,17 Apr 2015,,,10.094,1.000,1610.000,570.000,150.000,0000019287,00057,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E002,00010,0236," ",Stock_Sea,SGP,S,2999,8982315111,DOOR ASM; REAR,1,17 Apr 2015,Q68822,0000563842,0035,Packed Complete,17 Apr 2015,,,22.7,1.000,1240.000,220.000,1300.000,0000019287,00226,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E003,00010,0136," ",Stock_Sea,SGP,S,2999,8980071323,PANEL; WHEEL HOUSE,5,17 Apr 2015,Q68823,0000565001,0035,Packed Complete,17 Apr 2015,,,0.81,1.000,1000.000,520.000,460.000,0000019287,00130,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E004,00010,0136," ",Stock_Sea,SGP,S,2999,8980071323,PANEL; WHEEL HOUSE,5,17 Apr 2015,Q68824,0000563840,0035,Packed Complete,17 Apr 2015,,,0.81,1.000,1000.000,520.000,460.000,0000019287,00130,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E005,00010,0127," ",Stock_Sea,SGP,S,100039,8980058350,ARM; LWR CONT,3,17 Apr 2015,Q68645,0000563811,0004,Packed Complete,17 Apr 2015,,,12.008,1.000,535.000,520.000,185.000,0000019287,00122,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E005,00010,0127," ",Stock_Sea,SGP,S,100039,8980058350,ARM; LWR CONT,3,17 Apr 2015,Q68645,0000563812,0004,Packed Complete,17 Apr 2015,,,12.008,1.000,535.000,520.000,185.000,0000019287,00122,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E006,00010,0235," ",Stock_Sea,SGP,S,100051,8982185560,"SPRING ASM; LEAF,RR",2,17 Apr 2015,Q68828,0000563787,0035,Packed Complete,17 Apr 2015,,,20.16,1.000,1375.000,230.000,90.000,0000019287,00225,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E007,00010,0116," ",Stock_Sea,SGP,S,100051,8979468270,"SPRING ASM; LEAF,RR",1,17 Apr 2015,Q68829,0000563789,0035,Packed Complete,17 Apr 2015,,,13.102,1.000,1190.000,270.000,80.000,0000019287,00112,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0027," ",Stock_Sea,SGP,S,100043,8973020011,CAP; WHEEL,6,17 Apr 2015,Q68649,0000563718,0006,Packed Complete,17 Apr 2015,,,0.21,1.000,190.000,190.000,60.000,0000019287,00025,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0027," ",Stock_Sea,SGP,S,100043,8973020011,CAP; WHEEL,5,17 Apr 2015,Q68649,0000563721,0006,Packed Complete,17 Apr 2015,,,0.21,1.000,190.000,190.000,60.000,0000019287,00025,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0042," ",Stock_Sea,SGP,S,100043,8973318631,EXTENSION; FRT BUMPER,6,17 Apr 2015,Q68649,0000563808,0006,Packed Complete,17 Apr 2015,,,0.663,1.000,580.000,230.000,85.000,0000019287,00038,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0051," ",Stock_Sea,SGP,S,100043,8973540501,CYLINDER ASM; BRK MASTER,3,17 Apr 2015,Q68649,0000563748,0006,Packed Complete,17 Apr 2015,,,0.65,1.000,190.000,125.000,175.000,0000019287,00047,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0051," ",Stock_Sea,SGP,S,100043,8973540501,CYLINDER ASM; BRK MASTER,1,17 Apr 2015,Q68649,0000563749,0006,Packed Complete,17 Apr 2015,,,0.65,1.000,190.000,125.000,175.000,0000019287,00047,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0053," ",Stock_Sea,SGP,S,100043,8973578601,MIRROR ASM; DOOR,2,17 Apr 2015,Q68649,0000563801,0006,Packed Complete,17 Apr 2015,,,2.179,1.000,410.000,190.000,280.000,0000019287,00049,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0066," ",Stock_Sea,SGP,S,100043,8973765010,CYLINDER SET; CAR LOCK,5,17 Apr 2015,Q68649,0000563754,0006,Packed Complete,17 Apr 2015,,,0.47,1.000,213.000,150.000,100.000,0000019287,00062,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0069," ",Stock_Sea,SGP,S,100043,8973815760,DRYER; RECEIVER,3,17 Apr 2015,Q68649,0000563708,0006,Packed Complete,17 Apr 2015,,,0.416,1.000,240.000,80.000,75.000,0000019287,00065,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0072," ",Stock_Sea,SGP,S,100043,8973874770,"BOOT KIT; IN SIDE,FRT DRIVE SHAFT",2,17 Apr 2015,Q68649,0000563796,0006,Packed Complete,17 Apr 2015,,,0.436,1.000,270.000,190.000,170.000,0000019287,00068,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0075," ",Stock_Sea,SGP,S,100043,8973879911,"SENSOR; SPD,RR WHEEL",1,17 Apr 2015,Q68649,0000563751,0006,Packed Complete,17 Apr 2015,,,0.428,1.000,400.000,260.000,75.000,0000019287,00071,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0077," ",Stock_Sea,SGP,S,100043,8973915291,CLUSTER; INST CENTER,3,17 Apr 2015,Q68649,0000563775,0006,Packed Complete,17 Apr 2015,,,1.023,1.000,410.000,170.000,280.000,0000019287,00073,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0079," ",Stock_Sea,SGP,S,100043,8973962530,"GRILLE; SIDE,AIR OUTLET",2,17 Apr 2015,Q68649,0000563707,0006,Packed Complete,17 Apr 2015,,,0.24,1.000,180.000,89.000,115.000,0000019287,00075,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0083," ",Stock_Sea,SGP,S,100043,8974166211,CLUSTER; INST CENTER,1,17 Apr 2015,Q68649,0000563776,0006,Packed Complete,17 Apr 2015,,,0.46,1.000,290.000,240.000,105.000,0000019287,00079,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0084," ",Stock_Sea,SGP,S,100043,8974166384,GRILLE; VENTILATOR,1,17 Apr 2015,Q68649,0000563713,0006,Packed Complete,17 Apr 2015,,,0.386,1.000,390.000,100.000,170.000,0000019287,00080,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0087," ",Stock_Sea,SGP,S,100043,8974168111,TRAY ASM; ASH,3,17 Apr 2015,Q68649,0000563727,0006,Packed Complete,17 Apr 2015,,,0.242,1.000,95.000,95.000,95.000,0000019287,00083,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0088," ",Stock_Sea,SGP,S,100043,8974169443,"PLATE; SILL,FRT",3,17 Apr 2015,Q68649,0000563816,0006,Packed Complete,17 Apr 2015,,,0.485,1.000,685.000,70.000,140.000,0000019287,00084,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0089," ",Stock_Sea,SGP,S,100043,8974169463,"PLATE; SILL,FRT",3,17 Apr 2015,Q68649,0000563810,0006,Packed Complete,17 Apr 2015,,,0.478,1.000,685.000,70.000,140.000,0000019287,00085,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0095," ",Stock_Sea,SGP,S,100043,8979200491,"RUBBER; SPACE,CYL HD COVER",6,17 Apr 2015,Q68649,0000563772,0006,Packed Complete,17 Apr 2015,,,0.554,1.000,230.000,700.000,100.000,0000019287,00091,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0113," ",Stock_Sea,SGP,S,100043,8979461440,"HOSE; FLEX,P/S CONT VLV",1,17 Apr 2015,Q68649,0000563777,0006,Packed Complete,17 Apr 2015,,,0.558,1.000,780.000,250.000,110.000,0000019287,00109,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0115," ",Stock_Sea,SGP,S,100043,8979466261,CYLINDER ASM; CLUTCH MASTER,3,17 Apr 2015,Q68649,0000563800,0006,Packed Complete,17 Apr 2015,,,0.345,1.000,230.000,150.000,53.000,0000019287,00111,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0145," ",Stock_Sea,SGP,S,100043,8980127580,LAMP UNIT; RR COMB,2,17 Apr 2015,Q68649,0000563791,0006,Packed Complete,17 Apr 2015,,,1.041,1.000,370.000,245.000,165.000,0000019287,00139,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0146," ",Stock_Sea,SGP,S,100043,8980142740,"COVER ASM; RR,GEN",1,17 Apr 2015,Q68649,0000563753,0006,Packed Complete,17 Apr 2015,,,0.959,1.000,220.000,155.000,105.000,0000019287,00140,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0152," ",Stock_Sea,SGP,S,100043,8980281990,STARTER ASM,3,17 Apr 2015,Q68649,0000563814,0006,Packed Complete,17 Apr 2015,,,5.121,1.000,270.000,235.000,230.000,0000019287,00146,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0153," ",Stock_Sea,SGP,S,100043,8980301240,LAMP ASM; FOG,7,17 Apr 2015,Q68649,0000563750,0006,Packed Complete,17 Apr 2015,,,0.65,1.000,225.000,155.000,105.000,0000019287,00147,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0157," ",Stock_Sea,SGP,S,100043,8980499580,SUPPORT; FRT DISC BRK,2,17 Apr 2015,Q68649,0000563786,0006,Packed Complete,17 Apr 2015,,,2.278,1.000,240.000,110.000,100.000,0000019287,00150,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0159," ",Stock_Sea,SGP,S,100043,8980506060,"HANDLE; OUTSIDE,FRT DOOR",4,17 Apr 2015,Q68649,0000563711,0006,Packed Complete,17 Apr 2015,,,0.362,1.000,305.000,130.000,70.000,0000019287,00152,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0160," ",Stock_Sea,SGP,S,100043,8980506160,"HANDLE; OUTSIDE,RR DOOR",5,17 Apr 2015,Q68649,0000563706,0006,Packed Complete,17 Apr 2015,,,0.353,1.000,305.000,130.000,70.000,0000019287,00153,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0165," ",Stock_Sea,SGP,S,100043,8980558623,NOZZLE ASM; INJ,3,17 Apr 2015,Q68649,0000563747,0006,Packed Complete,17 Apr 2015,,,0.655,1.000,250.000,90.000,55.000,0000019287,00157,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0170," ",Stock_Sea,SGP,S,100043,8980576090,TANK ASM; WASHER,2,17 Apr 2015,Q68649,0000563809,0006,Packed Complete,17 Apr 2015,,,0.961,1.000,600.000,110.000,280.000,0000019287,00162,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0171," ",Stock_Sea,SGP,S,100043,8980605100,CYLINDER SET; CAR LOCK,2,17 Apr 2015,Q68649,0000563693,0006,Packed Complete,17 Apr 2015,,,0.5,1.000,220.000,155.000,105.000,0000019287,00163,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0202," ",Stock_Sea,SGP,S,100043,8981317100,LAMP UNIT; RR COMB,2,17 Apr 2015,Q68649,0000563807,0006,Packed Complete,17 Apr 2015,,,1.59,1.000,485.000,295.000,220.000,0000019287,00192,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0205," ",Stock_Sea,SGP,S,100043,8981339825,COVER; DASH COWL,3,17 Apr 2015,Q68649,0000563761,0006,Packed Complete,17 Apr 2015,,,0.178,1.000,311.000,210.000,70.000,0000019287,00195,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0218," ",Stock_Sea,SGP,S,100043,8981861100,CONTROLLER; TRANSFER,1,17 Apr 2015,Q68649,0000563716,0006,Packed Complete,17 Apr 2015,,,0.44,1.000,210.000,120.000,70.000,0000019287,00208,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E008,00010,0238," ",Stock_Sea,SGP,S,100043,8982499540,COVER; SIDE STEP,1,17 Apr 2015,Q68649,0000563746,0006,Packed Complete,17 Apr 2015,,,0.253,1.000,215.000,145.000,120.000,0000019287,00228,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
